,index,fname,roi
649,547,images (68)_darkened_rot270.jpg,"{1: {'xmin': 194, 'xmax': 222, 'ymin': 47, 'ymax': 72, 'region_name': 1}}"
650,548,images (68)_grey.jpg,"{1: {'xmin': 167, 'xmax': 204, 'ymin': 129, 'ymax': 148, 'region_name': 1}}"
651,549,images (68)_grey_rot90.jpg,"{1: {'xmin': 53, 'xmax': 81, 'ymin': 111, 'ymax': 136, 'region_name': 1}}"
652,550,images (68)_grey_rot180.jpg,"{1: {'xmin': 71, 'xmax': 108, 'ymin': 35, 'ymax': 54, 'region_name': 1}}"
653,551,images (68)_grey_rot270.jpg,"{1: {'xmin': 194, 'xmax': 222, 'ymin': 47, 'ymax': 72, 'region_name': 1}}"
654,552,images (69)_darkened.jpg,"{1: {'xmin': 190, 'xmax': 212, 'ymin': 101, 'ymax': 114, 'region_name': 1}}"
655,553,images (69)_darkened_rot90.jpg,"{1: {'xmin': 96, 'xmax': 120, 'ymin': 106, 'ymax': 119, 'region_name': 1}}"
656,554,images (69)_darkened_rot180.jpg,"{1: {'xmin': 88, 'xmax': 110, 'ymin': 54, 'ymax': 67, 'region_name': 1}}"
657,555,images (69)_darkened_rot270.jpg,"{1: {'xmin': 180, 'xmax': 204, 'ymin': 49, 'ymax': 62, 'region_name': 1}}"
658,556,images (69)_grey.jpg,"{1: {'xmin': 190, 'xmax': 212, 'ymin': 101, 'ymax': 114, 'region_name': 1}}"
659,557,images (69)_grey_rot90.jpg,"{1: {'xmin': 96, 'xmax': 120, 'ymin': 106, 'ymax': 119, 'region_name': 1}}"
660,558,images (69)_grey_rot180.jpg,"{1: {'xmin': 88, 'xmax': 110, 'ymin': 54, 'ymax': 67, 'region_name': 1}}"
661,559,images (69)_grey_rot270.jpg,"{1: {'xmin': 180, 'xmax': 204, 'ymin': 49, 'ymax': 62, 'region_name': 1}}"
662,560,images (7)_darkened.jpg,"{1: {'xmin': 204, 'xmax': 236, 'ymin': 119, 'ymax': 136, 'region_name': 1}}"
663,561,images (7)_darkened_rot90.jpg,"{1: {'xmin': 57, 'xmax': 88, 'ymin': 114, 'ymax': 132, 'region_name': 1}}"
664,562,images (7)_darkened_rot180.jpg,"{1: {'xmin': 64, 'xmax': 96, 'ymin': 32, 'ymax': 49, 'region_name': 1}}"
665,563,images (7)_darkened_rot270.jpg,"{1: {'xmin': 212, 'xmax': 243, 'ymin': 36, 'ymax': 54, 'region_name': 1}}"
666,564,images (7)_grey.jpg,"{1: {'xmin': 204, 'xmax': 236, 'ymin': 119, 'ymax': 136, 'region_name': 1}}"
667,565,images (7)_grey_rot90.jpg,"{1: {'xmin': 57, 'xmax': 88, 'ymin': 114, 'ymax': 132, 'region_name': 1}}"
668,566,images (7)_grey_rot180.jpg,"{1: {'xmin': 64, 'xmax': 96, 'ymin': 32, 'ymax': 49, 'region_name': 1}}"
669,567,images (7)_grey_rot270.jpg,"{1: {'xmin': 212, 'xmax': 243, 'ymin': 36, 'ymax': 54, 'region_name': 1}}"
670,568,images (70)_darkened.jpg,"{1: {'xmin': 233, 'xmax': 257, 'ymin': 99, 'ymax': 115, 'region_name': 1}, 2: {'xmin': 127, 'xmax': 141, 'ymin': 84, 'ymax': 94, 'region_name': 1}}"
671,569,images (70)_darkened_rot90.jpg,"{1: {'xmin': 97, 'xmax': 124, 'ymin': 137, 'ymax': 151, 'region_name': 1}, 2: {'xmin': 133, 'xmax': 150, 'ymin': 75, 'ymax': 83, 'region_name': 1}}"
672,570,images (70)_darkened_rot180.jpg,"{1: {'xmin': 36, 'xmax': 60, 'ymin': 57, 'ymax': 73, 'region_name': 1}, 2: {'xmin': 152, 'xmax': 166, 'ymin': 78, 'ymax': 88, 'region_name': 1}}"
673,571,images (70)_darkened_rot270.jpg,"{1: {'xmin': 169, 'xmax': 196, 'ymin': 21, 'ymax': 35, 'region_name': 1}, 2: {'xmin': 143, 'xmax': 160, 'ymin': 89, 'ymax': 97, 'region_name': 1}}"
674,572,images (70)_grey.jpg,"{1: {'xmin': 233, 'xmax': 257, 'ymin': 99, 'ymax': 115, 'region_name': 1}, 2: {'xmin': 127, 'xmax': 141, 'ymin': 84, 'ymax': 94, 'region_name': 1}}"
675,573,images (70)_grey_rot90.jpg,"{1: {'xmin': 97, 'xmax': 124, 'ymin': 137, 'ymax': 151, 'region_name': 1}, 2: {'xmin': 133, 'xmax': 150, 'ymin': 75, 'ymax': 83, 'region_name': 1}}"
676,574,images (70)_grey_rot180.jpg,"{1: {'xmin': 36, 'xmax': 60, 'ymin': 57, 'ymax': 73, 'region_name': 1}, 2: {'xmin': 152, 'xmax': 166, 'ymin': 78, 'ymax': 88, 'region_name': 1}}"
677,575,images (70)_grey_rot270.jpg,"{1: {'xmin': 169, 'xmax': 196, 'ymin': 21, 'ymax': 35, 'region_name': 1}, 2: {'xmin': 143, 'xmax': 160, 'ymin': 89, 'ymax': 97, 'region_name': 1}}"
678,576,images (71)_darkened.jpg,"{1: {'xmin': 34, 'xmax': 52, 'ymin': 122, 'ymax': 133, 'region_name': 1}, 2: {'xmin': 181, 'xmax': 200, 'ymin': 122, 'ymax': 134, 'region_name': 1}}"
679,577,images (71)_darkened_rot90.jpg,"{1: {'xmin': 75, 'xmax': 92, 'ymin': 23, 'ymax': 35, 'region_name': 1}, 2: {'xmin': 74, 'xmax': 92, 'ymin': 120, 'ymax': 133, 'region_name': 1}}"
680,578,images (71)_darkened_rot180.jpg,"{1: {'xmin': 223, 'xmax': 241, 'ymin': 50, 'ymax': 61, 'region_name': 1}, 2: {'xmin': 75, 'xmax': 94, 'ymin': 49, 'ymax': 61, 'region_name': 1}}"
681,579,images (71)_darkened_rot270.jpg,"{1: {'xmin': 183, 'xmax': 200, 'ymin': 148, 'ymax': 160, 'region_name': 1}, 2: {'xmin': 183, 'xmax': 201, 'ymin': 50, 'ymax': 63, 'region_name': 1}}"
682,580,images (71)_grey.jpg,"{1: {'xmin': 34, 'xmax': 52, 'ymin': 122, 'ymax': 133, 'region_name': 1}, 2: {'xmin': 181, 'xmax': 200, 'ymin': 122, 'ymax': 134, 'region_name': 1}}"
683,581,images (71)_grey_rot90.jpg,"{1: {'xmin': 75, 'xmax': 92, 'ymin': 23, 'ymax': 35, 'region_name': 1}, 2: {'xmin': 74, 'xmax': 92, 'ymin': 120, 'ymax': 133, 'region_name': 1}}"
684,582,images (71)_grey_rot180.jpg,"{1: {'xmin': 223, 'xmax': 241, 'ymin': 50, 'ymax': 61, 'region_name': 1}, 2: {'xmin': 75, 'xmax': 94, 'ymin': 49, 'ymax': 61, 'region_name': 1}}"
685,583,images (71)_grey_rot270.jpg,"{1: {'xmin': 183, 'xmax': 200, 'ymin': 148, 'ymax': 160, 'region_name': 1}, 2: {'xmin': 183, 'xmax': 201, 'ymin': 50, 'ymax': 63, 'region_name': 1}}"
686,584,images (72)_darkened.jpg,"{1: {'xmin': 91, 'xmax': 126, 'ymin': 84, 'ymax': 103, 'region_name': 1}}"
687,585,images (72)_darkened_rot90.jpg,"{1: {'xmin': 120, 'xmax': 149, 'ymin': 61, 'ymax': 84, 'region_name': 1}}"
688,586,images (72)_darkened_rot180.jpg,"{1: {'xmin': 149, 'xmax': 184, 'ymin': 80, 'ymax': 99, 'region_name': 1}}"
689,587,images (72)_darkened_rot270.jpg,"{1: {'xmin': 126, 'xmax': 155, 'ymin': 99, 'ymax': 122, 'region_name': 1}}"
690,588,images (72)_grey.jpg,"{1: {'xmin': 91, 'xmax': 126, 'ymin': 84, 'ymax': 103, 'region_name': 1}}"
691,589,images (72)_grey_rot90.jpg,"{1: {'xmin': 120, 'xmax': 149, 'ymin': 61, 'ymax': 84, 'region_name': 1}}"
692,590,images (72)_grey_rot180.jpg,"{1: {'xmin': 149, 'xmax': 184, 'ymin': 80, 'ymax': 99, 'region_name': 1}}"
693,591,images (72)_grey_rot270.jpg,"{1: {'xmin': 126, 'xmax': 155, 'ymin': 99, 'ymax': 122, 'region_name': 1}}"
694,592,images (73)_darkened.jpg,"{1: {'xmin': 146, 'xmax': 192, 'ymin': 102, 'ymax': 118, 'region_name': 1}}"
695,593,images (73)_darkened_rot90.jpg,"{1: {'xmin': 94, 'xmax': 120, 'ymin': 89, 'ymax': 117, 'region_name': 1}}"
696,594,images (73)_darkened_rot180.jpg,"{1: {'xmin': 96, 'xmax': 142, 'ymin': 57, 'ymax': 73, 'region_name': 1}}"
697,595,images (73)_darkened_rot270.jpg,"{1: {'xmin': 168, 'xmax': 194, 'ymin': 58, 'ymax': 86, 'region_name': 1}}"
698,596,images (73)_grey.jpg,"{1: {'xmin': 146, 'xmax': 192, 'ymin': 102, 'ymax': 118, 'region_name': 1}}"
699,597,images (73)_grey_rot90.jpg,"{1: {'xmin': 94, 'xmax': 120, 'ymin': 89, 'ymax': 117, 'region_name': 1}}"
700,598,images (73)_grey_rot180.jpg,"{1: {'xmin': 96, 'xmax': 142, 'ymin': 57, 'ymax': 73, 'region_name': 1}}"
701,599,images (73)_grey_rot270.jpg,"{1: {'xmin': 168, 'xmax': 194, 'ymin': 58, 'ymax': 86, 'region_name': 1}}"
702,600,images (74)_darkened.jpg,"{1: {'xmin': 179, 'xmax': 212, 'ymin': 107, 'ymax': 127, 'region_name': 1}}"
703,601,images (74)_darkened_rot90.jpg,"{1: {'xmin': 84, 'xmax': 114, 'ymin': 119, 'ymax': 141, 'region_name': 1}}"
704,602,images (74)_darkened_rot180.jpg,"{1: {'xmin': 63, 'xmax': 96, 'ymin': 56, 'ymax': 76, 'region_name': 1}}"
705,603,images (74)_darkened_rot270.jpg,"{1: {'xmin': 161, 'xmax': 191, 'ymin': 42, 'ymax': 64, 'region_name': 1}}"
706,604,images (74)_grey.jpg,"{1: {'xmin': 179, 'xmax': 212, 'ymin': 107, 'ymax': 127, 'region_name': 1}}"
707,605,images (74)_grey_rot90.jpg,"{1: {'xmin': 84, 'xmax': 114, 'ymin': 119, 'ymax': 141, 'region_name': 1}}"
708,606,images (74)_grey_rot180.jpg,"{1: {'xmin': 63, 'xmax': 96, 'ymin': 56, 'ymax': 76, 'region_name': 1}}"
709,607,images (74)_grey_rot270.jpg,"{1: {'xmin': 161, 'xmax': 191, 'ymin': 42, 'ymax': 64, 'region_name': 1}}"
710,608,images (75)_darkened.jpg,"{1: {'xmin': 107, 'xmax': 140, 'ymin': 126, 'ymax': 144, 'region_name': 1}}"
711,609,images (75)_darkened_rot90.jpg,"{1: {'xmin': 60, 'xmax': 86, 'ymin': 72, 'ymax': 94, 'region_name': 1}}"
712,610,images (75)_darkened_rot180.jpg,"{1: {'xmin': 134, 'xmax': 167, 'ymin': 40, 'ymax': 58, 'region_name': 1}}"
713,611,images (75)_darkened_rot270.jpg,"{1: {'xmin': 188, 'xmax': 214, 'ymin': 90, 'ymax': 112, 'region_name': 1}}"
714,612,images (75)_grey.jpg,"{1: {'xmin': 107, 'xmax': 140, 'ymin': 126, 'ymax': 144, 'region_name': 1}}"
715,613,images (75)_grey_rot90.jpg,"{1: {'xmin': 60, 'xmax': 86, 'ymin': 72, 'ymax': 94, 'region_name': 1}}"
716,614,images (75)_grey_rot180.jpg,"{1: {'xmin': 134, 'xmax': 167, 'ymin': 40, 'ymax': 58, 'region_name': 1}}"
717,615,images (75)_grey_rot270.jpg,"{1: {'xmin': 188, 'xmax': 214, 'ymin': 90, 'ymax': 112, 'region_name': 1}}"
718,616,images (76)_darkened.jpg,"{1: {'xmin': 135, 'xmax': 171, 'ymin': 154, 'ymax': 176, 'region_name': 1}}"
719,617,images (76)_darkened_rot90.jpg,"{1: {'xmin': 62, 'xmax': 79, 'ymin': 180, 'ymax': 228, 'region_name': 1}}"
720,618,images (76)_darkened_rot180.jpg,"{1: {'xmin': 23, 'xmax': 59, 'ymin': 83, 'ymax': 105, 'region_name': 1}}"
721,619,images (76)_darkened_rot270.jpg,"{1: {'xmin': 115, 'xmax': 132, 'ymin': 31, 'ymax': 79, 'region_name': 1}}"
722,620,images (76)_grey.jpg,"{1: {'xmin': 135, 'xmax': 171, 'ymin': 154, 'ymax': 176, 'region_name': 1}}"
723,621,images (76)_grey_rot90.jpg,"{1: {'xmin': 62, 'xmax': 79, 'ymin': 180, 'ymax': 228, 'region_name': 1}}"
724,622,images (76)_grey_rot180.jpg,"{1: {'xmin': 23, 'xmax': 59, 'ymin': 83, 'ymax': 105, 'region_name': 1}}"
725,623,images (76)_grey_rot270.jpg,"{1: {'xmin': 115, 'xmax': 132, 'ymin': 31, 'ymax': 79, 'region_name': 1}}"
726,624,images (77)_darkened.jpg,"{1: {'xmin': 184, 'xmax': 210, 'ymin': 124, 'ymax': 141, 'region_name': 1}}"
727,625,images (77)_darkened_rot90.jpg,"{1: {'xmin': 84, 'xmax': 101, 'ymin': 184, 'ymax': 210, 'region_name': 1}}"
728,626,images (77)_darkened_rot180.jpg,"{1: {'xmin': 15, 'xmax': 41, 'ymin': 84, 'ymax': 101, 'region_name': 1}}"
729,627,images (77)_darkened_rot270.jpg,"{1: {'xmin': 124, 'xmax': 141, 'ymin': 15, 'ymax': 41, 'region_name': 1}}"
730,628,images (77)_grey.jpg,"{1: {'xmin': 184, 'xmax': 210, 'ymin': 124, 'ymax': 141, 'region_name': 1}}"
731,629,images (77)_grey_rot90.jpg,"{1: {'xmin': 84, 'xmax': 101, 'ymin': 184, 'ymax': 210, 'region_name': 1}}"
732,630,images (77)_grey_rot180.jpg,"{1: {'xmin': 15, 'xmax': 41, 'ymin': 84, 'ymax': 101, 'region_name': 1}}"
733,631,images (77)_grey_rot270.jpg,"{1: {'xmin': 124, 'xmax': 141, 'ymin': 15, 'ymax': 41, 'region_name': 1}}"
734,632,images (78)_darkened.jpg,"{1: {'xmin': 246, 'xmax': 259, 'ymin': 117, 'ymax': 126, 'region_name': 1}}"
735,633,images (78)_darkened_rot90.jpg,"{1: {'xmin': 75, 'xmax': 91, 'ymin': 138, 'ymax': 145, 'region_name': 1}}"
736,634,images (78)_darkened_rot180.jpg,"{1: {'xmin': 41, 'xmax': 54, 'ymin': 42, 'ymax': 51, 'region_name': 1}}"
737,635,images (78)_darkened_rot270.jpg,"{1: {'xmin': 209, 'xmax': 225, 'ymin': 23, 'ymax': 30, 'region_name': 1}}"
738,636,images (78)_grey.jpg,"{1: {'xmin': 246, 'xmax': 259, 'ymin': 117, 'ymax': 126, 'region_name': 1}}"
739,637,images (78)_grey_rot90.jpg,"{1: {'xmin': 75, 'xmax': 91, 'ymin': 138, 'ymax': 145, 'region_name': 1}}"
740,638,images (78)_grey_rot180.jpg,"{1: {'xmin': 41, 'xmax': 54, 'ymin': 42, 'ymax': 51, 'region_name': 1}}"
741,639,images (78)_grey_rot270.jpg,"{1: {'xmin': 209, 'xmax': 225, 'ymin': 23, 'ymax': 30, 'region_name': 1}}"
742,640,images (79)_darkened.jpg,"{1: {'xmin': 184, 'xmax': 217, 'ymin': 125, 'ymax': 144, 'region_name': 1}}"
743,641,images (79)_darkened_rot90.jpg,"{1: {'xmin': 59, 'xmax': 87, 'ymin': 122, 'ymax': 144, 'region_name': 1}}"
744,642,images (79)_darkened_rot180.jpg,"{1: {'xmin': 58, 'xmax': 91, 'ymin': 39, 'ymax': 58, 'region_name': 1}}"
745,643,images (79)_darkened_rot270.jpg,"{1: {'xmin': 188, 'xmax': 216, 'ymin': 39, 'ymax': 61, 'region_name': 1}}"
746,644,images (79)_grey.jpg,"{1: {'xmin': 184, 'xmax': 217, 'ymin': 125, 'ymax': 144, 'region_name': 1}}"
747,645,images (79)_grey_rot90.jpg,"{1: {'xmin': 59, 'xmax': 87, 'ymin': 122, 'ymax': 144, 'region_name': 1}}"
748,646,images (79)_grey_rot180.jpg,"{1: {'xmin': 58, 'xmax': 91, 'ymin': 39, 'ymax': 58, 'region_name': 1}}"
749,647,images (79)_grey_rot270.jpg,"{1: {'xmin': 188, 'xmax': 216, 'ymin': 39, 'ymax': 61, 'region_name': 1}}"
750,648,images (8)_darkened.jpg,"{1: {'xmin': 62, 'xmax': 81, 'ymin': 123, 'ymax': 135, 'region_name': 1}, 2: {'xmin': 125, 'xmax': 138, 'ymin': 95, 'ymax': 103, 'region_name': 1}, 3: {'xmin': 83, 'xmax': 95, 'ymin': 87, 'ymax': 94, 'region_name': 1}, 4: {'xmin': 186, 'xmax': 199, 'ymin': 80, 'ymax': 87, 'region_name': 1}}"
751,649,images (8)_darkened_rot90.jpg,"{1: {'xmin': 59, 'xmax': 80, 'ymin': 35, 'ymax': 46, 'region_name': 1}, 2: {'xmin': 116, 'xmax': 130, 'ymin': 70, 'ymax': 78, 'region_name': 1}, 3: {'xmin': 132, 'xmax': 144, 'ymin': 47, 'ymax': 53, 'region_name': 1}, 4: {'xmin': 144, 'xmax': 157, 'ymin': 105, 'ymax': 112, 'region_name': 1}}"
752,650,images (8)_darkened_rot180.jpg,"{1: {'xmin': 218, 'xmax': 237, 'ymin': 33, 'ymax': 45, 'region_name': 1}, 2: {'xmin': 161, 'xmax': 174, 'ymin': 65, 'ymax': 73, 'region_name': 1}, 3: {'xmin': 204, 'xmax': 216, 'ymin': 74, 'ymax': 81, 'region_name': 1}, 4: {'xmin': 100, 'xmax': 113, 'ymin': 81, 'ymax': 88, 'region_name': 1}}"
753,651,images (8)_darkened_rot270.jpg,"{1: {'xmin': 219, 'xmax': 240, 'ymin': 122, 'ymax': 133, 'region_name': 1}, 2: {'xmin': 169, 'xmax': 183, 'ymin': 90, 'ymax': 98, 'region_name': 1}, 3: {'xmin': 155, 'xmax': 167, 'ymin': 115, 'ymax': 121, 'region_name': 1}, 4: {'xmin': 142, 'xmax': 155, 'ymin': 56, 'ymax': 63, 'region_name': 1}}"
754,652,images (8)_grey.jpg,"{1: {'xmin': 62, 'xmax': 81, 'ymin': 123, 'ymax': 135, 'region_name': 1}, 2: {'xmin': 125, 'xmax': 138, 'ymin': 95, 'ymax': 103, 'region_name': 1}, 3: {'xmin': 83, 'xmax': 95, 'ymin': 87, 'ymax': 94, 'region_name': 1}, 4: {'xmin': 186, 'xmax': 199, 'ymin': 80, 'ymax': 87, 'region_name': 1}}"
755,653,images (8)_grey_rot90.jpg,"{1: {'xmin': 59, 'xmax': 80, 'ymin': 35, 'ymax': 46, 'region_name': 1}, 2: {'xmin': 116, 'xmax': 130, 'ymin': 70, 'ymax': 78, 'region_name': 1}, 3: {'xmin': 132, 'xmax': 144, 'ymin': 47, 'ymax': 53, 'region_name': 1}, 4: {'xmin': 144, 'xmax': 157, 'ymin': 105, 'ymax': 112, 'region_name': 1}}"
756,654,images (8)_grey_rot180.jpg,"{1: {'xmin': 218, 'xmax': 237, 'ymin': 33, 'ymax': 45, 'region_name': 1}, 2: {'xmin': 161, 'xmax': 174, 'ymin': 65, 'ymax': 73, 'region_name': 1}, 3: {'xmin': 204, 'xmax': 216, 'ymin': 74, 'ymax': 81, 'region_name': 1}, 4: {'xmin': 100, 'xmax': 113, 'ymin': 81, 'ymax': 88, 'region_name': 1}}"
757,655,images (8)_grey_rot270.jpg,"{1: {'xmin': 219, 'xmax': 240, 'ymin': 122, 'ymax': 133, 'region_name': 1}, 2: {'xmin': 169, 'xmax': 183, 'ymin': 90, 'ymax': 98, 'region_name': 1}, 3: {'xmin': 155, 'xmax': 167, 'ymin': 115, 'ymax': 121, 'region_name': 1}, 4: {'xmin': 142, 'xmax': 155, 'ymin': 56, 'ymax': 63, 'region_name': 1}}"
758,656,images (80)_darkened.jpg,"{1: {'xmin': 108, 'xmax': 179, 'ymin': 68, 'ymax': 108, 'region_name': 1}}"
759,657,images (80)_darkened_rot90.jpg,"{1: {'xmin': 115, 'xmax': 168, 'ymin': 81, 'ymax': 134, 'region_name': 1}}"
760,658,images (80)_darkened_rot180.jpg,"{1: {'xmin': 80, 'xmax': 151, 'ymin': 86, 'ymax': 126, 'region_name': 1}}"
761,659,images (80)_darkened_rot270.jpg,"{1: {'xmin': 91, 'xmax': 144, 'ymin': 60, 'ymax': 113, 'region_name': 1}}"
762,660,images (80)_grey.jpg,"{1: {'xmin': 108, 'xmax': 179, 'ymin': 68, 'ymax': 108, 'region_name': 1}}"
763,661,images (80)_grey_rot90.jpg,"{1: {'xmin': 115, 'xmax': 168, 'ymin': 81, 'ymax': 134, 'region_name': 1}}"
764,662,images (80)_grey_rot180.jpg,"{1: {'xmin': 80, 'xmax': 151, 'ymin': 86, 'ymax': 126, 'region_name': 1}}"
765,663,images (80)_grey_rot270.jpg,"{1: {'xmin': 91, 'xmax': 144, 'ymin': 60, 'ymax': 113, 'region_name': 1}}"
766,664,images (81)_darkened.jpg,"{1: {'xmin': 86, 'xmax': 120, 'ymin': 113, 'ymax': 139, 'region_name': 1}}"
767,665,images (81)_darkened_rot90.jpg,"{1: {'xmin': 90, 'xmax': 109, 'ymin': 115, 'ymax': 160, 'region_name': 1}}"
768,666,images (81)_darkened_rot180.jpg,"{1: {'xmin': 74, 'xmax': 108, 'ymin': 120, 'ymax': 146, 'region_name': 1}}"
769,667,images (81)_darkened_rot270.jpg,"{1: {'xmin': 85, 'xmax': 104, 'ymin': 99, 'ymax': 144, 'region_name': 1}}"
770,668,images (81)_grey.jpg,"{1: {'xmin': 86, 'xmax': 120, 'ymin': 113, 'ymax': 139, 'region_name': 1}}"
771,669,images (81)_grey_rot90.jpg,"{1: {'xmin': 90, 'xmax': 109, 'ymin': 115, 'ymax': 160, 'region_name': 1}}"
772,670,images (81)_grey_rot180.jpg,"{1: {'xmin': 74, 'xmax': 108, 'ymin': 120, 'ymax': 146, 'region_name': 1}}"
773,671,images (81)_grey_rot270.jpg,"{1: {'xmin': 85, 'xmax': 104, 'ymin': 99, 'ymax': 144, 'region_name': 1}}"
774,672,images (82)_darkened.jpg,"{1: {'xmin': 144, 'xmax': 176, 'ymin': 99, 'ymax': 122, 'region_name': 1}}"
775,673,images (82)_darkened_rot90.jpg,"{1: {'xmin': 99, 'xmax': 127, 'ymin': 118, 'ymax': 144, 'region_name': 1}}"
776,674,images (82)_darkened_rot180.jpg,"{1: {'xmin': 72, 'xmax': 104, 'ymin': 81, 'ymax': 104, 'region_name': 1}}"
777,675,images (82)_darkened_rot270.jpg,"{1: {'xmin': 121, 'xmax': 149, 'ymin': 59, 'ymax': 85, 'region_name': 1}}"
778,676,images (82)_grey.jpg,"{1: {'xmin': 144, 'xmax': 176, 'ymin': 99, 'ymax': 122, 'region_name': 1}}"
779,677,images (82)_grey_rot90.jpg,"{1: {'xmin': 99, 'xmax': 127, 'ymin': 118, 'ymax': 144, 'region_name': 1}}"
780,678,images (82)_grey_rot180.jpg,"{1: {'xmin': 72, 'xmax': 104, 'ymin': 81, 'ymax': 104, 'region_name': 1}}"
781,679,images (82)_grey_rot270.jpg,"{1: {'xmin': 121, 'xmax': 149, 'ymin': 59, 'ymax': 85, 'region_name': 1}}"
782,680,images (83)_darkened.jpg,"{1: {'xmin': 52, 'xmax': 90, 'ymin': 81, 'ymax': 109, 'region_name': 1}}"
783,681,images (83)_darkened_rot90.jpg,"{1: {'xmin': 112, 'xmax': 152, 'ymin': 37, 'ymax': 63, 'region_name': 1}}"
784,682,images (83)_darkened_rot180.jpg,"{1: {'xmin': 177, 'xmax': 215, 'ymin': 79, 'ymax': 107, 'region_name': 1}}"
785,683,images (83)_darkened_rot270.jpg,"{1: {'xmin': 115, 'xmax': 155, 'ymin': 125, 'ymax': 151, 'region_name': 1}}"
786,684,images (83)_grey.jpg,"{1: {'xmin': 52, 'xmax': 90, 'ymin': 81, 'ymax': 109, 'region_name': 1}}"
787,685,images (83)_grey_rot90.jpg,"{1: {'xmin': 112, 'xmax': 152, 'ymin': 37, 'ymax': 63, 'region_name': 1}}"
788,686,images (83)_grey_rot180.jpg,"{1: {'xmin': 177, 'xmax': 215, 'ymin': 79, 'ymax': 107, 'region_name': 1}}"
789,687,images (83)_grey_rot270.jpg,"{1: {'xmin': 115, 'xmax': 155, 'ymin': 125, 'ymax': 151, 'region_name': 1}}"
790,688,images (84)_darkened.jpg,"{1: {'xmin': 112, 'xmax': 155, 'ymin': 40, 'ymax': 68, 'region_name': 1}}"
791,689,images (84)_darkened_rot90.jpg,"{1: {'xmin': 171, 'xmax': 211, 'ymin': 78, 'ymax': 108, 'region_name': 1}}"
792,690,images (84)_darkened_rot180.jpg,"{1: {'xmin': 114, 'xmax': 157, 'ymin': 119, 'ymax': 147, 'region_name': 1}}"
793,691,images (84)_darkened_rot270.jpg,"{1: {'xmin': 58, 'xmax': 98, 'ymin': 79, 'ymax': 109, 'region_name': 1}}"
794,692,images (84)_grey.jpg,"{1: {'xmin': 112, 'xmax': 155, 'ymin': 40, 'ymax': 68, 'region_name': 1}}"
795,693,images (84)_grey_rot90.jpg,"{1: {'xmin': 171, 'xmax': 211, 'ymin': 78, 'ymax': 108, 'region_name': 1}}"
796,694,images (84)_grey_rot180.jpg,"{1: {'xmin': 114, 'xmax': 157, 'ymin': 119, 'ymax': 147, 'region_name': 1}}"
797,695,images (84)_grey_rot270.jpg,"{1: {'xmin': 58, 'xmax': 98, 'ymin': 79, 'ymax': 109, 'region_name': 1}}"
798,696,images (85)_darkened.jpg,"{1: {'xmin': 109, 'xmax': 179, 'ymin': 37, 'ymax': 114, 'region_name': 1}}"
799,697,images (85)_darkened_rot90.jpg,"{1: {'xmin': 84, 'xmax': 249, 'ymin': 51, 'ymax': 83, 'region_name': 1}}"
800,698,images (85)_darkened_rot180.jpg,"{1: {'xmin': 150, 'xmax': 220, 'ymin': 39, 'ymax': 116, 'region_name': 1}}"
801,699,images (85)_darkened_rot270.jpg,"{1: {'xmin': 80, 'xmax': 245, 'ymin': 70, 'ymax': 102, 'region_name': 1}}"
802,700,images (85)_grey.jpg,"{1: {'xmin': 109, 'xmax': 179, 'ymin': 37, 'ymax': 114, 'region_name': 1}}"
803,701,images (85)_grey_rot90.jpg,"{1: {'xmin': 84, 'xmax': 249, 'ymin': 51, 'ymax': 83, 'region_name': 1}}"
804,702,images (85)_grey_rot180.jpg,"{1: {'xmin': 150, 'xmax': 220, 'ymin': 39, 'ymax': 116, 'region_name': 1}}"
805,703,images (85)_grey_rot270.jpg,"{1: {'xmin': 80, 'xmax': 245, 'ymin': 70, 'ymax': 102, 'region_name': 1}}"
806,704,images (86)_darkened.jpg,"{1: {'xmin': 103, 'xmax': 157, 'ymin': 77, 'ymax': 107, 'region_name': 1}}"
807,705,images (86)_darkened_rot90.jpg,"{1: {'xmin': 115, 'xmax': 160, 'ymin': 69, 'ymax': 105, 'region_name': 1}}"
808,706,images (86)_darkened_rot180.jpg,"{1: {'xmin': 118, 'xmax': 172, 'ymin': 77, 'ymax': 107, 'region_name': 1}}"
809,707,images (86)_darkened_rot270.jpg,"{1: {'xmin': 115, 'xmax': 160, 'ymin': 79, 'ymax': 115, 'region_name': 1}}"
810,708,images (86)_grey.jpg,"{1: {'xmin': 103, 'xmax': 157, 'ymin': 77, 'ymax': 107, 'region_name': 1}}"
811,709,images (86)_grey_rot90.jpg,"{1: {'xmin': 115, 'xmax': 160, 'ymin': 69, 'ymax': 105, 'region_name': 1}}"
812,710,images (86)_grey_rot180.jpg,"{1: {'xmin': 118, 'xmax': 172, 'ymin': 77, 'ymax': 107, 'region_name': 1}}"
813,711,images (86)_grey_rot270.jpg,"{1: {'xmin': 115, 'xmax': 160, 'ymin': 79, 'ymax': 115, 'region_name': 1}}"
814,712,images (87)_darkened.jpg,"{1: {'xmin': 66, 'xmax': 125, 'ymin': 114, 'ymax': 144, 'region_name': 1}}"
815,713,images (87)_darkened_rot90.jpg,"{1: {'xmin': 86, 'xmax': 109, 'ymin': 87, 'ymax': 164, 'region_name': 1}}"
816,714,images (87)_darkened_rot180.jpg,"{1: {'xmin': 71, 'xmax': 130, 'ymin': 113, 'ymax': 143, 'region_name': 1}}"
